id,chemical_signature_1,gill-color,spore-print-color,veil-type,cap-surface,region,ring-type,stalk-color-below-ring,local_humidity_index,spore_dispersal_score,chemical_signature_2,stalk-color-above-ring,fiber_thickness_score,soil_mineral_level,ring-number,risk_synergy_index,chemical_signature_3,stalk-root,has_ring_flag,habitat,pore_density_index,forest_canopy_density,cap_radiation_index,stalk-surface-below-ring,gill-attachment,airflow_intensity,stalk-shape,bruises,population,stalk-surface-above-ring,gill-size,surface_moisture_level,gill-spacing,veil-color,cap-color,dark_spore_flag,cap-shape,cap_firmness_index,is_dangerous
3839,-0.7479092323304251,p,k,p,y,region_other,p,g,-0.5070923879275268,0.5554651042060391,0.434559141644684,w,1.0276746228515479,-0.11704079160776457,o,0.0,-0.8509099619336773,b,1,d,2.00100700166693,-1.048643092145962,2.9073490187395516,s,f,-0.6233710161612247,t,t,y,s,b,-0.7524099181998664,c,w,e,1,f,-0.7267288124769339,0
7770,0.25742236579564337,b,w,p,y,region_other,e,w,-1.759901191051377,1.5415017060085632,-0.2956116850320175,w,0.21576055217503265,2.0686672073651042,o,0.0,-0.17360901144667237,?,1,d,-1.8251281083472566,-0.37804900815625203,1.2608154340629625,s,f,0.5042185559049949,t,f,v,k,n,0.7883436534021836,c,w,n,0,k,-0.7877957562307373,0
1307,-0.8703831378448212,k,n,p,s,region_forest,e,w,-0.3643473209793597,-1.2646031417417993,0.3607318016616116,w,-0.4594467487080884,-1.6584013490493463,o,1.0,-1.1042814753104684,e,1,g,-0.5397487605313493,0.4434557216766115,-1.693629508112704,f,f,1.777763613748747,t,f,s,s,b,0.10027392890704176,w,w,w,1,f,0.2701169446716946,0
5879,-0.10278815892696144,h,h,p,s,region_urban,p,w,0.3064750292608005,0.5387247277470714,-0.18675733676148853,w,0.2173160001043493,0.7286708335836751,o,0.0,0.22686295306849052,b,1,u,-0.6843274348347499,-0.39481602484968176,0.8446939591466063,f,f,1.0509987190566477,t,t,v,s,b,-0.6096346065658493,c,w,g,1,f,0.2513319138308109,0
3632,0.7433056854767268,u,k,p,s,region_other,p,w,-0.0575949302874237,-0.6247614246319045,-1.5959593298331736,w,0.857827898479031,0.9387449593496561,o,0.0,-1.175807003317512,b,1,d,0.3009913959582058,-0.3275836555916756,0.39887460503618827,s,f,-0.19672920321225504,e,f,s,s,n,-0.2248673533542973,w,w,g,1,x,0.06889829363373781,0
1802,-0.6555302142418897,u,k,p,f,region_other,p,p,-0.8247421430685685,-0.7493637516400384,0.18104187462065224,w,0.31313445352388,-1.4495534558697831,o,0.0,-1.0938122444654637,b,1,d,-0.1570656603879645,-0.2560541347080846,1.248579694508315,s,f,-0.5685000870712869,t,t,v,s,b,-0.3815575490872031,c,w,g,1,x,0.07539973918813064,0
2627,0.7148775891302697,g,n,p,f,region_other,p,w,0.6406633541648316,-0.6337433254532283,-2.4583211896434376,w,0.3883308743144851,0.9530841039083338,o,0.0,-1.1831021360665577,b,1,d,0.37873330028550345,0.1836791832888161,-0.022476931219723283,s,f,0.11682033262778746,e,f,v,s,n,0.26608481222741037,c,w,g,1,x,0.8380981921614563,1
7230,0.08890089909197163,y,w,p,y,region_other,n,c,0.1393110210911524,2.6479551505306067,1.1582912719762277,c,-0.5114780325186199,1.8919783237067298,n,0.0,0.5246587316102961,c,0,d,-1.120277464753466,-0.5142280287459424,1.1675451764139642,y,f,0.4127142360543378,e,f,c,k,b,-0.5319483359000863,c,w,e,0,f,-0.47663263666620753,0
7221,-0.7879288191904458,y,y,p,s,region_meadow,p,o,-0.39261376786859015,-1.733436079813652,0.20374759008654106,o,0.2813011981836992,1.0870670637300288,o,0.0,-1.262471338296096,?,1,l,-0.30916939776859576,-0.9930570755366417,2.690632850010559,s,a,1.5335516872804513,e,f,v,s,b,0.46334516462645114,c,o,n,0,f,-1.2475795641449765,0
3142,-0.6092204979798386,w,k,p,y,region_other,p,p,2.8734909634509096,-0.4982908089235141,0.6306468521758433,p,-0.1897376983319331,0.5069916117442611,o,0.0,-0.8246112058393736,b,1,d,0.25617377570237615,-0.35726907835428656,0.574294279618012,s,f,-0.6508310563619744,t,t,y,s,b,-0.4066888698088336,c,w,g,1,f,0.29977095659229863,0
1712,-0.8239349353306077,w,n,p,f,region_other,p,p,0.19423163237820598,-1.154820298294784,0.18771577273378373,g,-1.236502033741898,1.1476493337682174,o,0.0,-1.0986090837614897,b,1,d,-2.157781255621874,-0.9398502095382979,-1.6023859293229497,s,f,1.5529952670620188,t,t,v,s,b,-0.11258026651574136,c,w,n,1,x,0.19052316423886367,0
6877,-0.2862953265099572,b,w,p,y,region_other,e,p,-0.4659441750323083,-0.44078204693533113,-0.24379972027420355,w,-0.8209729103700815,0.6778422606546916,o,0.0,0.5274529975857086,?,1,d,-0.26602199722757813,0.9775201842708579,0.14046996351050237,s,f,2.4334222794294624,t,f,v,k,n,0.30876789978956454,c,w,e,0,f,-0.7529331925029196,0
3822,0.027101748315597987,g,h,p,f,region_other,l,p,-0.8214426561116032,-0.051968955891068445,-0.1536422306002228,n,-0.4172653448675715,0.5663709048423187,o,0.0,0.1881746890610395,b,1,d,-0.0026949428087797043,-0.0136987250500017,-0.6638939971114443,k,f,0.18560091380883414,e,f,y,k,b,-0.893424285860777,c,w,g,1,x,0.8985332666128548,0
5246,0.14176174491611315,h,h,p,y,region_other,l,b,0.6307121922872653,-0.19394626775797047,-0.3467429975865958,p,-1.4349466651129994,-0.40442211401885086,o,0.0,-0.06688596919182098,b,1,d,1.271309188943451,1.4677816905080654,0.14945643664568972,k,f,-0.26103390526473647,e,f,y,k,b,2.3644648274757833,c,w,y,1,x,-0.4560374358920444,0
1930,0.8246442044551405,w,k,p,y,region_urban,p,w,-0.29699067351286856,0.422322518882678,0.03776681396907911,w,-0.8814644681640555,-0.5403769288314155,o,0.0,-0.11652418635362771,e,1,u,1.3909237307260784,0.21150369946560113,-0.41777056364220017,s,f,0.36168730574773594,e,t,s,s,n,-0.030384631308841555,c,w,w,1,f,0.8511526527737022,0
3666,-0.9506242591617162,p,n,p,y,region_other,p,p,-2.205203439262689,-0.17605037704087462,0.6535145534713811,p,1.5040384468159567,-0.31233775409263387,o,0.0,-1.066004383880818,b,1,d,-0.37870613919773843,1.2788572690631872,0.21441546774951145,s,f,-0.529980960127101,t,t,y,s,b,0.5250486664400338,c,w,g,1,f,-0.5901410189342783,0
1171,-0.8238825933812557,u,k,p,f,region_other,p,g,0.15970577768380276,-1.0796427795817805,0.43915137487002515,p,0.1846786492721898,0.6743567861532721,o,0.0,-0.9896892641441722,b,1,d,-0.1934087243471634,-2.0190708089625815,0.2555547149403861,s,f,0.12058143879167464,t,t,v,s,b,-0.006368483387044048,c,w,n,1,x,0.619756337197627,0
5690,-0.20308534489357083,b,w,p,y,region_meadow,e,w,-1.4935435014029117,-0.8929229121895548,-0.1749715225731522,p,-0.1334323555357672,0.30002957523655777,o,0.0,0.7499304441035151,?,1,l,0.6454939782577054,-0.32051214220484064,-1.5180869389398222,k,f,1.1310718173348182,t,f,v,s,n,0.9734650534787539,c,w,e,0,x,1.2672675192023608,0
566,0.3242378782535194,g,n,p,y,region_forest,p,w,1.9607475782271162,0.30988530010383813,-1.2280901493407388,w,0.8946831679506625,0.5378115605327884,o,1.0,0.6445967344664786,c,1,g,-1.9459680602829976,-0.8467743731186971,-0.3537871935946365,s,f,-1.1173237451131395,e,t,n,s,b,0.5146239775977388,c,w,y,1,x,-1.9078245768066273,1
2600,-0.8973748142852473,u,k,p,f,region_other,p,w,0.127606957327565,-0.39134753482770945,0.5991945834130328,w,-1.4367029515150123,0.23663068229013065,o,0.0,-1.045290508731155,b,1,d,-0.16423135814927448,0.15323909853844128,1.0776809341133007,s,f,1.1825975220421068,t,t,y,s,b,1.0382189574222174,c,w,n,1,f,0.2423070655947365,0
2337,-0.6396628124456888,u,n,p,f,region_other,p,p,0.41181270351010907,-1.4467834531815027,0.11016377328218419,w,1.2433419747979642,0.49103677213320174,o,0.0,-0.9334343110343488,b,1,d,-0.15298541018261635,1.0707501614015968,1.1801470484755558,s,f,0.36339343178007255,t,t,v,s,b,-1.0907865320227612,c,w,e,1,f,1.9316672539366087,0
972,-0.917973081096033,n,k,p,f,region_other,p,w,-0.4438866247771558,-0.12067437197038447,0.3423305415198738,p,-0.31636867410995495,0.27361214079620555,o,0.0,-0.9134500411515056,b,1,d,-1.1299303255324313,-0.7032614132442268,0.01108675831896444,s,f,1.6081487926148388,t,t,v,s,b,-1.2490613850883783,c,w,n,1,f,0.7244466097898743,0
2688,-0.054127654337785325,w,k,p,f,region_other,p,g,-0.6931922220748784,-0.3979208060938922,0.507007203867082,g,0.1513561711945277,0.6932303969554567,o,0.0,-0.9389481593196316,b,1,d,0.14614782589167083,-0.6095479817587754,-1.1707167507025824,s,f,-2.0997246469892987,t,t,y,s,b,-1.3889660989063581,c,w,n,1,f,-1.31543073288451,0
242,0.7144682099270887,w,n,p,s,region_forest,p,w,-0.785284871883032,1.320553201157477,-0.6829504258260692,w,1.0403197768257213,-0.12959439500582934,o,1.0,0.9776609325175429,c,1,m,0.009843699361473777,1.1290282701825327,0.9792991014746372,s,f,-0.2719186900585197,e,t,n,s,b,-1.3130562544181579,c,w,w,1,x,-0.18976566161240316,1
429,-0.7462003790494196,n,n,p,f,region_urban,p,w,-0.29242185754936173,0.22129143519920022,0.7359959520285029,w,-1.1082372447020168,1.1056387120298414,o,0.0,-0.999470989564073,e,1,u,-0.45242154256083345,-0.6122116297660921,0.02077931268087233,s,f,1.7338369538850886,e,f,v,s,n,1.0264819577047986,c,w,g,1,f,0.9498704089020585,0
6034,-0.6536251878802553,b,w,p,s,region_other,e,w,-0.15734412111719012,-0.018960250688800712,1.401261508703833,w,0.44336812062950903,-0.4661888336242572,o,0.0,-0.3069953191926742,?,1,d,0.3196786327648434,-0.41434537933322996,-0.11389362268343313,k,f,-0.6466351419995421,t,f,v,k,n,1.4616305026859986,c,w,n,0,x,1.7278476314627838,0
1200,-1.0382595356436786,w,n,p,y,region_forest,p,w,0.029304944171250107,-0.20615695152487382,1.1247861501500163,w,0.38639909008385837,2.034031819824967,o,1.0,0.9039519682581523,c,1,g,-1.5169474251402995,1.2646078260697582,-0.7450404842017527,s,f,0.6402458968113424,e,t,n,s,b,-1.0702908751696045,c,w,w,1,x,0.16232735814354976,1
5148,-0.7791252875115037,w,w,p,f,region_meadow,e,n,0.7684199099860811,-1.3910818658569866,0.4125161098747061,w,0.8027481741803055,1.2235966696400773,o,0.0,-1.1623936846326965,b,1,l,0.0013774416709270748,0.28141907110576564,-0.62282054749124,f,f,0.7197213174482824,e,f,v,s,n,-1.9271642193771104,w,w,n,0,f,0.4113808269688882,0
6748,-0.05722495004719011,b,w,p,s,region_meadow,e,w,-0.6198147809815696,-0.1298137114191255,0.06804047304950872,w,-0.7532941828983429,-0.44349737522635535,o,0.0,0.1069926702604514,?,1,l,1.782348147410963,2.4626303464108417,2.0996244895874447,k,f,-0.13954500610734155,t,f,v,s,n,1.6844720456406934,c,w,e,0,x,-0.5149530947818145,0
1557,0.5205418356192731,w,k,p,y,region_forest,p,w,-0.25514527953288557,1.5859922623868103,-1.038386244458907,w,-0.1436529460490952,-1.0240299343477293,o,1.0,0.9090206195099932,c,1,g,1.15666570182918,-0.3727238141367191,-0.6031241139688797,s,f,0.5638177602035102,e,t,n,s,b,1.2922458831548107,c,w,y,1,b,0.3415717298501752,1
875,-0.5957259013161333,p,n,p,y,region_plains,p,w,0.7461129563504274,0.9670409711803316,0.7140361537842138,w,1.2571215083443352,1.9384416676709428,o,0.0,0.7736506626077015,r,1,p,-1.2982730085396121,0.45506302710198154,0.40408125861977895,y,f,0.18257105598662138,e,t,s,s,b,0.8300306906097307,c,w,y,1,x,0.026035062632394888,0
5871,0.18403584453337102,b,w,p,y,region_meadow,e,p,-0.21455761745294757,0.28398108324161164,-0.2402579349834925,w,0.0031202621854446917,-1.342374746432888,o,0.0,-0.3052748395433476,?,1,l,-1.7131895801750467,0.2122773330945357,1.0313527661808672,k,f,0.10382165914763503,t,f,v,s,n,0.03600672060459653,c,w,n,0,x,0.09491454749212686,0
6873,-0.4985022180361726,b,w,p,s,region_other,e,w,0.3506308897333057,-1.576151391755585,-0.44309954172909466,p,0.05963657193737509,-0.6353480439764568,o,0.0,0.5000222538529523,?,1,d,1.5022005294704834,1.2153263707776605,0.6061486491916324,s,f,0.6480954537398901,t,f,v,k,n,0.5021533527354637,c,w,n,0,x,-1.8616195334544845,0
589,-0.065715291325809,n,k,p,y,region_forest,p,w,-1.0426517037912517,-1.5194138840810454,-1.1051237282552413,w,1.8190884834167258,1.1377389669325357,o,1.0,0.6849901097554525,c,1,m,2.1294610224685155,0.7033169950943161,0.7247140088260726,s,f,-1.1260357344054988,e,t,n,s,b,-1.21672450428087,c,w,w,1,x,0.5079789640323182,1
1234,-0.8098911213864034,h,k,p,s,region_forest,e,w,-0.3175413398564588,-1.9434392161242202,0.2216003860324349,w,1.0750796922445343,-0.34881653830940507,o,1.0,-0.8186124331600337,e,1,g,-1.003779503182716,0.7843668113210988,-0.7846788250993543,f,f,0.5260279469382442,t,f,a,s,b,-1.6677576623589092,w,w,n,1,f,0.5800577929164847,1
1767,-0.7539810127845235,k,n,p,s,region_forest,e,w,-0.8118188212865415,0.32419455433379907,0.48051035451096186,w,1.0323539737685223,0.7680423422566139,o,1.0,-0.8813574465260493,e,1,g,0.5904446401721566,-0.15452928451002226,-0.17813215067144714,s,f,0.37430048532329274,t,f,s,s,b,0.9513535030164579,w,w,n,1,x,-0.21394688040223295,0
3388,1.479715072950997,n,n,p,s,region_other,p,w,0.9900326295936198,0.014342131274217957,-2.0335814805433463,w,1.0431494741733378,-1.271032025456944,o,0.0,-1.2122264749887586,b,1,d,-0.238968558163235,-0.32464981622356626,-1.4197735590828218,s,f,1.102276487035542,e,f,v,s,n,0.6114695614875086,w,w,w,1,x,-0.8687305635806749,0
40,0.2765589024711543,n,n,p,y,region_forest,p,w,0.8861352166328608,0.12951084424599188,-0.8267880600829668,w,-0.42521929768864036,-1.7468610593268012,o,1.0,0.7818609092955262,c,1,g,-0.15560906689277462,0.8895605871734651,-0.12817784359391823,s,f,1.5414643418173242,e,t,s,s,b,-0.2741485001225741,c,w,y,1,b,-0.13175548147046773,1
787,-0.6284250014852722,w,n,p,y,region_forest,p,w,0.15417301062009395,-0.20762590440547313,0.8703989333342272,w,0.6512162823560507,-0.7084852234185084,o,1.0,0.38562281573504176,c,1,g,-0.12612630272562728,1.3089966666529593,0.6507546139990463,s,f,-0.3725658824848082,e,t,n,s,b,0.4615874653465612,c,w,y,1,x,0.4258573655865509,1
1597,-0.7431679389938411,p,k,p,s,region_forest,e,w,1.284276084862391,0.18058083949812848,0.09313051577569398,w,-0.52293636693822,-1.0013192227736216,o,1.0,-1.0530826530788489,e,1,g,-0.10061045862402446,1.7665020760457188,-0.37698613611230625,s,f,0.05959129519924777,t,f,a,f,b,-1.1271549096224132,w,w,g,1,x,0.9430054652904929,1
6337,-0.3574860609652015,b,w,p,y,region_meadow,e,p,-0.1275993828535058,-0.13670103947532103,-0.5091954895582321,p,-0.41468844814965794,0.5293253617527774,o,0.0,1.0702303974728413,?,1,l,-0.7945684095751315,-0.437352071502423,-0.4986299191283608,s,f,-1.0379032260012524,t,f,v,s,n,-0.9088362232085638,c,w,n,0,f,0.5821294945320687,0
131,-0.8346185958867582,w,n,p,y,region_forest,p,w,1.1513229516648025,0.186415949082675,0.7119183300973362,w,-0.8632736134528907,0.4713880185566818,o,1.0,0.6589118649892013,c,1,m,0.17034129142602342,0.3854333176877962,0.5276415263182811,s,f,1.3984064927058066,e,t,s,s,b,-0.7427498001575039,c,w,w,1,b,0.10893287043771317,0
3922,-0.9558388583313548,n,k,p,f,region_other,p,w,-0.2615743236798507,0.7812986750355768,0.10372870665774703,g,0.06136703885504285,-1.7615044012910885,o,0.0,-0.8035421540870433,b,1,d,-0.12048631335877827,0.582860206087664,-0.3041819367165769,s,f,-0.5731395335969776,t,t,v,s,b,-0.8852734745864504,c,w,e,1,f,0.19975094028884885,0
2978,-0.7864842466605977,p,k,p,y,region_other,p,g,0.9238117792157672,-0.3075652108246696,0.3521805587489894,w,-1.7646664925466742,0.6072953572035443,o,0.0,-1.2692798314542162,b,1,d,-0.34201570842484574,1.4459953431456567,1.83447181938981,s,f,0.7695048959777813,t,t,y,s,b,-1.0756098839734214,c,w,e,1,x,-0.5473719527864093,0
4331,-1.0233287907550064,w,w,p,y,region_other,e,n,-0.6226271268764401,0.14878154972082586,0.482345675847365,w,1.5488465989529705,-0.3001084691375859,o,0.0,-1.1117139014902453,?,1,d,-0.8957144886613957,0.257396862155398,0.14356252478332912,y,f,-0.706915158530331,e,f,v,k,n,-0.4561653103304621,c,w,n,0,k,0.7919933451302751,0
7109,-0.28268859779174393,b,w,p,y,region_other,e,p,0.28366872186648956,-0.4836758701296883,-0.19811905589990716,w,0.30943759385615544,-0.6978058943258382,o,0.0,0.12242868124444048,?,1,d,0.7716358115294886,0.10264205114116094,-0.1580075964199668,s,f,1.8177138722196016,t,f,v,k,n,-2.1365108486857305,c,w,e,0,k,0.2850964908938784,0
4981,0.08263540015144011,g,h,p,f,region_other,l,p,0.3864334346164929,0.25328491560466493,-0.6459091204842562,b,0.6945184363459446,-1.8104186823465014,o,0.0,-0.14199039980568326,b,1,d,-0.30995773419708156,-1.0565281949725263,1.7837501441794827,k,f,0.8284605807878582,e,f,y,k,b,-0.22798749042010016,c,w,g,1,f,1.2099372215357787,0
6763,-0.95939359492403,y,o,p,s,region_meadow,p,o,-0.9290059949375015,0.5784556965361021,0.2978067337843487,o,0.41190855588718184,1.436508703566121,o,0.0,-1.2215829906948519,?,1,l,1.14883210394953,-0.17808694468377526,-1.1598030742804482,s,a,1.2031907659873402,e,f,c,s,b,0.37977741288969774,c,n,n,0,b,-1.6822279128143822,0
811,0.05283446641320466,n,k,p,s,region_forest,p,w,0.5162917587204856,0.3498986938646564,-1.302617649880483,w,-1.5465276207726366,1.4913723886328583,o,1.0,0.7195290440824754,c,1,m,-0.27381409688591096,-0.5971266389617661,-2.39635787094668,s,f,-0.1875289002479716,e,t,n,s,b,0.45783198496143157,c,w,y,1,b,0.7425955980216679,1
880,0.25044178116808646,w,n,p,f,region_other,p,w,-0.7840207505970331,-1.221082197514508,-1.0439644404218127,w,1.1412242428672572,1.3315106397361545,o,0.0,0.6193025033199945,b,1,d,1.6315493835696415,2.353384048860756,-0.43011549377379976,s,f,0.17401097367748916,t,t,v,s,n,-0.5503107193325508,w,w,w,1,f,-1.15180300516887,0
2311,-1.3303264399188983,n,k,p,f,region_other,p,g,0.7154375063296436,0.9652214648856814,0.7133687630370007,g,-1.3264569477876467,0.7768170614602403,o,0.0,-1.0029775173462625,b,1,d,-0.4691264298079711,-0.04445424732875504,0.008670358462051532,s,f,-1.189704828494149,t,t,v,s,b,-0.11649880221987668,c,w,n,1,f,1.1060104389334366,0
2131,-0.8664882021215374,h,n,p,f,region_forest,e,w,-1.1310290095141984,0.5348544667382398,0.49692961579092354,w,0.4775887527460165,0.32607374004596607,o,1.0,-1.4934001172728792,e,1,g,0.7348764114848922,-0.6214958212402256,0.6238660367446508,s,f,0.4723112644554021,t,f,s,s,b,-0.36168493893011644,w,w,w,1,x,-0.05305206365869113,1
2419,-1.171611871908544,p,k,p,f,region_other,p,g,-0.7417512589450479,0.5449155743809755,0.47754870694702267,p,0.5872581874842742,0.13773062383516596,o,0.0,-1.0381757772383007,b,1,d,-0.39741768666057636,0.8927571395256853,0.7642200087955064,s,f,0.633899696063879,t,t,v,s,b,0.34876401359279413,c,w,n,1,f,0.360498648299699,0
2481,-0.8204716412734718,n,k,p,f,region_other,p,g,0.31439490877284754,0.38569553102743676,0.44403169837994444,w,-1.0624964462398052,-1.2353274124384457,o,0.0,-1.08536095219887,b,1,d,-0.12805670323840213,0.7386961919477997,0.7367673710021371,s,f,-0.3589455418510461,t,t,y,s,b,0.33422204726513055,c,w,e,1,x,2.280933975912983,0
6204,-0.8659527992648897,b,w,p,y,region_plains,e,w,1.116997177983678,0.9768109702556153,0.8101860781854178,w,-1.7011928169878705,1.5488135477971707,o,0.0,-0.26081521928333884,?,1,p,-0.48597376223561395,-0.963108320119235,1.314859829346257,k,f,1.0184318379507746,t,f,v,k,n,-0.6550131587666007,c,w,e,0,f,1.5472750796642005,0
58,-0.5715475553108367,k,k,p,s,region_forest,p,w,0.766406929407203,0.19355406423635985,0.8975149562431777,w,-0.7370070773996814,0.2971790796005275,o,1.0,0.9065796940843199,c,1,g,0.8278301806934378,0.19261635729827167,-0.3569927239163822,s,f,-1.575025133337657,e,t,n,s,b,-1.3553592019449745,c,w,y,1,x,0.5554261336510725,0
3371,1.1281230240962243,g,n,p,s,region_other,p,w,0.17029059412971878,-1.6924748427503016,-1.7846201509954902,w,-0.6264644907840264,-0.6503034800467734,o,0.0,-1.26317949342878,b,1,d,-0.8451778953456232,0.1223312299266113,-0.537661575054465,s,f,0.08354097404577475,e,f,v,s,n,0.6819558713617342,w,w,p,1,x,1.950298638778356,1
4696,-0.7788526796839319,n,n,p,y,region_other,p,g,1.4203954163260408,-0.5233180008660823,0.2587369622197306,w,-2.033371630187066,1.2053108763102052,o,0.0,-0.9779890226297269,b,1,d,0.17419779053414977,-1.3287800603554316,-0.32361370742106926,s,f,0.6641666436449645,t,t,y,s,b,-2.370009570230428,c,w,n,1,f,1.4044883410529638,0
1743,-0.7618600993181042,n,k,p,f,region_forest,e,w,-0.8396965807647407,0.6869096129883453,0.1204703084718993,w,-0.4460138425041958,0.7099461837041454,o,1.0,-1.2563768395051507,e,1,g,-0.7973037853189472,-0.9202137450696855,0.629970721854699,f,f,-0.6249789619558835,t,f,a,f,b,-0.5638763678911545,w,w,w,1,x,1.1597812166750472,0
5347,0.21675485101535832,p,h,p,s,region_urban,p,w,1.6546332913538473,0.2503405493083457,-0.47545468870860524,w,-1.630974667473961,-1.1512381813525299,o,0.0,0.0026959050936538782,b,1,u,-0.5902091461831888,0.4880843750427048,-0.4472195519553381,s,f,0.32518137326872015,t,t,v,f,b,0.08195464095801824,c,w,g,1,f,-0.13122482734604224,1
679,0.24291260671518144,g,k,p,s,region_forest,p,w,-0.8365269067489939,-1.573913056537536,-1.0745583227291828,w,0.24401300095693307,-0.07464230141042236,o,1.0,0.943361332254324,c,1,m,0.39112914424354583,0.8167314727391856,-0.8745487503545238,s,f,-1.7591254991104086,e,t,s,s,b,-0.6674746708667065,c,w,w,1,b,-0.045904860460539515,1
3677,-1.150184769763832,n,k,p,y,region_other,p,g,1.5480419335540523,-0.6867057811190732,0.45472709871479544,w,-0.17556291996167142,0.94762791931014,o,0.0,-1.1739354211211712,b,1,d,-0.26775908676521887,-1.4746230742823718,-0.35565843550247517,s,f,0.15109180782393203,t,t,v,s,b,-0.920014703952937,c,w,g,1,f,-0.36722484897914415,0
2211,-0.46591873430070485,p,n,p,y,region_other,p,p,0.5729590423892698,1.2789111198480454,0.8575708445477728,g,1.1398766968405665,-0.2978285545045268,o,0.0,-1.5001501067130154,b,1,d,0.9451247674213678,0.3313031307004165,0.2401855950642254,s,f,-0.9353567980367473,t,t,y,s,b,1.1835819268440433,c,w,n,1,x,-1.666277691581314,0
3272,-0.751345559431968,w,k,p,y,region_other,p,p,0.4474240103906343,0.32504795782263524,0.22957120665249067,w,0.9460472083323394,-0.588588926616408,o,0.0,-0.8094579531830438,b,1,d,1.1495680345511883,-0.6814598563961759,0.5904440680607161,s,f,1.274338170054868,t,t,v,s,b,2.5164720057403103,c,w,g,1,f,-1.4064312553701206,0
7934,0.4547665322375123,b,w,p,y,region_other,e,w,-0.8067072508263722,0.1862727824502484,-0.20952310053356948,p,0.4755319226685277,0.35604334928,o,0.0,-0.009384493628649918,?,1,d,1.0605668733806721,0.056163836760532014,0.5364272781389132,s,f,1.3398589807001522,t,f,v,s,n,-0.6835306992473493,c,w,e,0,k,-0.013220278181534602,0
5964,-0.9859318356355546,w,w,p,f,region_other,e,y,1.3044988785762819,-1.260382971413794,0.5824193794727855,w,2.003687421620589,0.13042806578977542,o,0.0,-0.7786220817972527,?,1,d,-0.923412192576948,-0.7498930867609332,-1.8829770692014884,y,f,-0.15977520278286358,e,f,v,k,n,-0.21830854155250584,c,w,n,0,k,1.0179887158739134,0
5181,0.24917222675914266,w,h,p,s,region_forest,p,w,-0.07368508386535912,-1.6437554944367023,-0.34984347595336773,w,-0.7919919209925111,1.809941831752705,o,1.0,0.14624165389322882,b,1,g,-0.5937545028696087,-1.3274825143457023,0.20000332833943407,s,f,1.7863844426139992,t,t,v,f,b,0.5747070145813314,c,w,g,1,x,0.5526597077064541,1
3510,-0.9699821655734711,p,n,p,y,region_other,p,p,-1.1797419114394274,-0.2709837775771179,0.40606039525329457,p,0.5626787463038723,1.3649828510498285,o,0.0,-1.2688675686520736,b,1,d,0.42819537041788575,1.080006928021083,2.3025651309647537,s,f,0.2581497243428523,t,t,y,s,b,-0.8436586927634225,c,w,n,1,f,0.773044812290992,0
6053,-0.5293980232425286,b,w,p,s,region_meadow,e,p,-0.06623060488177586,1.2360818526206658,-0.21423883760667642,p,-0.7808564958889452,1.4897798316473372,o,0.0,0.6411979682551285,?,1,l,-0.08503132794675758,0.30155567772589104,1.1468290139413242,k,f,-0.28635869442681106,t,f,v,s,n,-0.41052399095413955,c,w,e,0,f,-0.7084685958536481,0
1454,-0.5398868909130417,n,k,p,s,region_forest,e,w,-0.2082191228114551,0.5595136018947452,0.405228627027274,w,-0.21398531506875348,0.5674399578651849,o,1.0,-0.7026937590729141,e,1,g,-0.7941092890854844,0.32886691378671545,0.754544683081612,f,f,-0.11478073836694491,t,f,a,f,b,-1.0890519313599338,w,w,g,1,x,-0.2867132351963696,1
6072,-1.0884668976644865,b,w,p,s,region_meadow,e,w,3.091791956876574,0.17632069663730318,1.130900013575061,p,-0.9238011526510603,-0.37345343172658596,o,0.0,-0.306820790806277,?,1,l,-1.0259140924808305,-0.6159616726861818,0.4867528491308005,s,f,1.6154966463994755,t,f,v,s,n,0.7438574042936887,c,w,n,0,f,0.9177450118919417,0
6916,-0.7701177345929912,b,w,p,s,region_plains,e,p,1.8400380655979327,-2.058273399567388,1.2284749003262332,p,-0.5622628370994983,1.4089473879307284,o,0.0,-0.24927127738239246,?,1,p,0.7135482468863605,0.680031280279751,-0.5188143804268545,k,f,0.39306231018631355,t,f,v,s,n,1.806301468298805,c,w,e,0,k,-0.2213257536248592,0
7796,-0.6992758791815635,b,w,p,y,region_meadow,e,p,0.7999093971498235,1.6155294391502424,-0.11454063539199627,p,-1.0358428368146468,-1.9541514771409927,o,0.0,0.5462673497734698,?,1,l,0.5609624700473025,2.029757915093005,-1.450706805724804,s,f,0.6847055959506169,t,f,v,k,n,-0.7036129382756707,c,w,e,0,k,-0.9564356505285982,0
2157,-0.7690465857788716,u,n,p,f,region_other,p,g,-1.9590252254130642,0.6055726316490065,0.8147098071214931,w,-1.7402138801862845,-0.32102686896615706,o,0.0,-0.7086607043665631,b,1,d,1.4269325964590969,0.2831764171208936,0.31377462656331473,s,f,1.798875194968512,t,t,v,s,b,-0.8145647475681062,c,w,n,1,f,2.1855499694698497,0
2096,-0.4696071520630089,n,n,p,f,region_other,p,w,1.0679594422655734,-1.8441667641573931,0.3563573414756022,w,1.2949932156345114,-0.00578368354081857,o,0.0,-1.0653581706888455,b,1,d,0.02947516000059385,-0.7100766153622796,-0.3465116396608962,s,f,-1.94185688149319,t,t,v,s,b,-0.054268661466530005,c,w,g,1,f,1.2350229606028202,0
